200610 180339.097|CONFIG|Thread-7|setFileHandlers|Now logging to C:\Users\Admin\Desktop\CTDL_GT_TS\Thuc Hanh\Buoi 2\pc2Client\pc2Client\bin\logs directory.
200610 184906.941|INFO|Thread-23|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 170 JUDGED 48 min 2922980ms from TEAM130 @ site 1 id Run--4569465616309952576 problem KIEM_TRA_-_BAI_3--8718663582108662515 lang C/C++-8920418238657793213; runFiles=null
200610 184906.942|INFO|Thread-23|runChanged|Event not for me: sent to null but my ID is TEAM130 @ site 1
200610 184906.942|INFO|Thread-23|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #1953 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 184907.271|INFO|Thread-22|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #1945 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 185700.925|INFO|Thread-24|info| receiveObject(S) start got Packet[UPDATE_SETTING] #2354 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 185700.925|INFO|Thread-24|dumpPacket|Packet UPDATE_SETTING (Seq #2354, o#2 ) recieveObject
200610 185700.925|INFO|Thread-24|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 185700.925|INFO|Thread-24|dumpPacket|    To: SERVER0 @ site 0
200610 185700.925|INFO|Thread-24|dumpPacket|   key: CONTEST_TIME is: edu.csus.ecs.pc2.core.model.ContestTime edu.csus.ecs.pc2.core.model.ContestTime@309b5502
200610 185700.925|INFO|Thread-24|info|handlePacket start Packet[UPDATE_SETTING] #2354 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 185700.925|INFO|Thread-24|dumpPacket|Packet UPDATE_SETTING (Seq #2354, o#2 ) handlePacket
200610 185700.925|INFO|Thread-24|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 185700.925|INFO|Thread-24|dumpPacket|    To: SERVER0 @ site 0
200610 185700.925|INFO|Thread-24|dumpPacket|   key: CONTEST_TIME is: edu.csus.ecs.pc2.core.model.ContestTime edu.csus.ecs.pc2.core.model.ContestTime@309b5502
200610 185700.926|INFO|Thread-24|info|handlePacket end Packet[UPDATE_SETTING] #2354 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 185700.926|INFO|Thread-24|info| receiveObject(S) end   got Packet[UPDATE_SETTING] #2354 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 185701.428|INFO|Thread-25|info| receiveObject(S) start got Packet[UPDATE_SETTING] #2357 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 185701.429|INFO|Thread-25|dumpPacket|Packet UPDATE_SETTING (Seq #2357, o#3 ) recieveObject
200610 185701.429|INFO|Thread-25|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 185701.429|INFO|Thread-25|dumpPacket|    To: SERVER0 @ site 0
200610 185701.429|INFO|Thread-25|dumpPacket|   key: CONTEST_INFORMATION is: edu.csus.ecs.pc2.core.model.ContestInformation edu.csus.ecs.pc2.core.model.ContestInformation@7d0cf236
200610 185701.429|INFO|Thread-25|info|handlePacket start Packet[UPDATE_SETTING] #2357 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 185701.429|INFO|Thread-25|dumpPacket|Packet UPDATE_SETTING (Seq #2357, o#3 ) handlePacket
200610 185701.429|INFO|Thread-25|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 185701.429|INFO|Thread-25|dumpPacket|    To: SERVER0 @ site 0
200610 185701.429|INFO|Thread-25|dumpPacket|   key: CONTEST_INFORMATION is: edu.csus.ecs.pc2.core.model.ContestInformation edu.csus.ecs.pc2.core.model.ContestInformation@7d0cf236
200610 185701.431|INFO|Thread-25|info|handlePacket end Packet[UPDATE_SETTING] #2357 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 185701.431|INFO|Thread-25|info| receiveObject(S) end   got Packet[UPDATE_SETTING] #2357 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 190031.096|INFO|Thread-26|info| receiveObject(S) start got Packet[CLOCK_STOPPED] #2565 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 190031.097|INFO|Thread-26|dumpPacket|Packet CLOCK_STOPPED (Seq #2565, o#2565 ) recieveObject
200610 190031.098|INFO|Thread-26|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 190031.098|INFO|Thread-26|dumpPacket|    To: SERVER0 @ site 0
200610 190031.098|INFO|Thread-26|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
200610 190031.098|INFO|Thread-26|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
200610 190031.098|INFO|Thread-26|info|handlePacket start Packet[CLOCK_STOPPED] #2565 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 190031.098|INFO|Thread-26|dumpPacket|Packet CLOCK_STOPPED (Seq #2565, o#2565 ) handlePacket
200610 190031.098|INFO|Thread-26|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 190031.098|INFO|Thread-26|dumpPacket|    To: SERVER0 @ site 0
200610 190031.098|INFO|Thread-26|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
200610 190031.098|INFO|Thread-26|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
200610 190031.098|INFO|Thread-26|info|Clock for site 1 stopped by ADMINISTRATOR1 @ site 1 elapsed 1:56:45
200610 190031.098|INFO|Thread-26|info| receiveObject(S) end   got Packet[CLOCK_STOPPED] #2565 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 190046.510|INFO|Thread-27|info| receiveObject(S) start got Packet[UPDATE_SETTING] #2572 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 190046.510|INFO|Thread-27|dumpPacket|Packet UPDATE_SETTING (Seq #2572, o#6 ) recieveObject
200610 190046.510|INFO|Thread-27|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 190046.510|INFO|Thread-27|dumpPacket|    To: SERVER0 @ site 0
200610 190046.510|INFO|Thread-27|dumpPacket|   key: CONTEST_INFORMATION is: edu.csus.ecs.pc2.core.model.ContestInformation edu.csus.ecs.pc2.core.model.ContestInformation@30ca1168
200610 190046.510|INFO|Thread-27|info|handlePacket start Packet[UPDATE_SETTING] #2572 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 190046.511|INFO|Thread-27|dumpPacket|Packet UPDATE_SETTING (Seq #2572, o#6 ) handlePacket
200610 190046.511|INFO|Thread-27|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 190046.511|INFO|Thread-27|dumpPacket|    To: SERVER0 @ site 0
200610 190046.511|INFO|Thread-27|dumpPacket|   key: CONTEST_INFORMATION is: edu.csus.ecs.pc2.core.model.ContestInformation edu.csus.ecs.pc2.core.model.ContestInformation@30ca1168
200610 190046.511|INFO|Thread-27|info|handlePacket end Packet[UPDATE_SETTING] #2572 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 190046.511|INFO|Thread-27|info| receiveObject(S) end   got Packet[UPDATE_SETTING] #2572 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 190046.532|INFO|Thread-28|info| receiveObject(S) start got Packet[UPDATE_SETTING] #2573 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 190046.532|INFO|Thread-28|dumpPacket|Packet UPDATE_SETTING (Seq #2573, o#5 ) recieveObject
200610 190046.533|INFO|Thread-28|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 190046.533|INFO|Thread-28|dumpPacket|    To: SERVER0 @ site 0
200610 190046.533|INFO|Thread-28|dumpPacket|   key: CONTEST_TIME is: edu.csus.ecs.pc2.core.model.ContestTime edu.csus.ecs.pc2.core.model.ContestTime@11589a17
200610 190046.533|INFO|Thread-28|info|handlePacket start Packet[UPDATE_SETTING] #2573 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 190046.533|INFO|Thread-28|dumpPacket|Packet UPDATE_SETTING (Seq #2573, o#5 ) handlePacket
200610 190046.533|INFO|Thread-28|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 190046.533|INFO|Thread-28|dumpPacket|    To: SERVER0 @ site 0
200610 190046.533|INFO|Thread-28|dumpPacket|   key: CONTEST_TIME is: edu.csus.ecs.pc2.core.model.ContestTime edu.csus.ecs.pc2.core.model.ContestTime@11589a17
200610 190046.534|INFO|Thread-28|info|handlePacket end Packet[UPDATE_SETTING] #2573 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 190046.534|INFO|Thread-28|info| receiveObject(S) end   got Packet[UPDATE_SETTING] #2573 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 190046.917|INFO|Thread-29|info| receiveObject(S) start got Packet[CLOCK_STARTED] #2574 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 190046.917|INFO|Thread-29|dumpPacket|Packet CLOCK_STARTED (Seq #2574, o#2574 ) recieveObject
200610 190046.917|INFO|Thread-29|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 190046.918|INFO|Thread-29|dumpPacket|    To: SERVER0 @ site 0
200610 190046.918|INFO|Thread-29|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
200610 190046.918|INFO|Thread-29|dumpPacket|   key: SERVER_CLOCK_OFFSET is: java.util.GregorianCalendar java.util.GregorianCalendar[time=1591790446900,areFieldsSet=true,areAllFieldsSet=false,lenient=true,zone=sun.util.calendar.ZoneInfo[id="GMT",offset=0,dstSavings=0,useDaylight=false,transitions=0,lastRule=null],firstDayOfWeek=1,minimalDaysInFirstWeek=1,ERA=1,YEAR=2020,MONTH=5,WEEK_OF_YEAR=24,WEEK_OF_MONTH=2,DAY_OF_MONTH=10,DAY_OF_YEAR=162,DAY_OF_WEEK=4,DAY_OF_WEEK_IN_MONTH=2,AM_PM=1,HOUR=0,HOUR_OF_DAY=12,MINUTE=0,SECOND=46,MILLISECOND=900,ZONE_OFFSET=0,DST_OFFSET=0]
200610 190046.918|INFO|Thread-29|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
200610 190046.918|INFO|Thread-29|info|handlePacket start Packet[CLOCK_STARTED] #2574 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 190046.918|INFO|Thread-29|dumpPacket|Packet CLOCK_STARTED (Seq #2574, o#2574 ) handlePacket
200610 190046.918|INFO|Thread-29|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 190046.918|INFO|Thread-29|dumpPacket|    To: SERVER0 @ site 0
200610 190046.918|INFO|Thread-29|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
200610 190046.918|INFO|Thread-29|dumpPacket|   key: SERVER_CLOCK_OFFSET is: java.util.GregorianCalendar java.util.GregorianCalendar[time=1591790446900,areFieldsSet=true,areAllFieldsSet=false,lenient=true,zone=sun.util.calendar.ZoneInfo[id="GMT",offset=0,dstSavings=0,useDaylight=false,transitions=0,lastRule=null],firstDayOfWeek=1,minimalDaysInFirstWeek=1,ERA=1,YEAR=2020,MONTH=5,WEEK_OF_YEAR=24,WEEK_OF_MONTH=2,DAY_OF_MONTH=10,DAY_OF_YEAR=162,DAY_OF_WEEK=4,DAY_OF_WEEK_IN_MONTH=2,AM_PM=1,HOUR=0,HOUR_OF_DAY=12,MINUTE=0,SECOND=46,MILLISECOND=900,ZONE_OFFSET=0,DST_OFFSET=0]
200610 190046.918|INFO|Thread-29|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
200610 190046.919|INFO|Thread-29|info|Clock for site 1 started by ADMINISTRATOR1 @ site 1 elapsed 1:00:00
200610 190046.920|INFO|Thread-29|info| receiveObject(S) end   got Packet[CLOCK_STARTED] #2574 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 190051.165|INFO|Thread-30|info| receiveObject(S) start got Packet[CLOCK_STOPPED] #2577 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 190051.165|INFO|Thread-30|dumpPacket|Packet CLOCK_STOPPED (Seq #2577, o#2577 ) recieveObject
200610 190051.165|INFO|Thread-30|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 190051.165|INFO|Thread-30|dumpPacket|    To: SERVER0 @ site 0
200610 190051.166|INFO|Thread-30|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
200610 190051.166|INFO|Thread-30|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
200610 190051.166|INFO|Thread-30|info|handlePacket start Packet[CLOCK_STOPPED] #2577 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 190051.166|INFO|Thread-30|dumpPacket|Packet CLOCK_STOPPED (Seq #2577, o#2577 ) handlePacket
200610 190051.166|INFO|Thread-30|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 190051.166|INFO|Thread-30|dumpPacket|    To: SERVER0 @ site 0
200610 190051.166|INFO|Thread-30|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
200610 190051.166|INFO|Thread-30|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
200610 190051.166|INFO|Thread-30|info|Clock for site 1 stopped by ADMINISTRATOR1 @ site 1 elapsed 1:00:04
200610 190051.167|INFO|Thread-30|info| receiveObject(S) end   got Packet[CLOCK_STOPPED] #2577 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 190057.591|INFO|Thread-31|info| receiveObject(S) start got Packet[CLOCK_STARTED] #2579 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 190057.591|INFO|Thread-31|dumpPacket|Packet CLOCK_STARTED (Seq #2579, o#2579 ) recieveObject
200610 190057.591|INFO|Thread-31|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 190057.591|INFO|Thread-31|dumpPacket|    To: SERVER0 @ site 0
200610 190057.592|INFO|Thread-31|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
200610 190057.592|INFO|Thread-31|dumpPacket|   key: SERVER_CLOCK_OFFSET is: java.util.GregorianCalendar java.util.GregorianCalendar[time=1591790457576,areFieldsSet=true,areAllFieldsSet=false,lenient=true,zone=sun.util.calendar.ZoneInfo[id="GMT",offset=0,dstSavings=0,useDaylight=false,transitions=0,lastRule=null],firstDayOfWeek=1,minimalDaysInFirstWeek=1,ERA=1,YEAR=2020,MONTH=5,WEEK_OF_YEAR=24,WEEK_OF_MONTH=2,DAY_OF_MONTH=10,DAY_OF_YEAR=162,DAY_OF_WEEK=4,DAY_OF_WEEK_IN_MONTH=2,AM_PM=1,HOUR=0,HOUR_OF_DAY=12,MINUTE=0,SECOND=57,MILLISECOND=576,ZONE_OFFSET=0,DST_OFFSET=0]
200610 190057.592|INFO|Thread-31|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
200610 190057.592|INFO|Thread-31|info|handlePacket start Packet[CLOCK_STARTED] #2579 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 190057.592|INFO|Thread-31|dumpPacket|Packet CLOCK_STARTED (Seq #2579, o#2579 ) handlePacket
200610 190057.592|INFO|Thread-31|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 190057.592|INFO|Thread-31|dumpPacket|    To: SERVER0 @ site 0
200610 190057.592|INFO|Thread-31|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
200610 190057.592|INFO|Thread-31|dumpPacket|   key: SERVER_CLOCK_OFFSET is: java.util.GregorianCalendar java.util.GregorianCalendar[time=1591790457576,areFieldsSet=true,areAllFieldsSet=false,lenient=true,zone=sun.util.calendar.ZoneInfo[id="GMT",offset=0,dstSavings=0,useDaylight=false,transitions=0,lastRule=null],firstDayOfWeek=1,minimalDaysInFirstWeek=1,ERA=1,YEAR=2020,MONTH=5,WEEK_OF_YEAR=24,WEEK_OF_MONTH=2,DAY_OF_MONTH=10,DAY_OF_YEAR=162,DAY_OF_WEEK=4,DAY_OF_WEEK_IN_MONTH=2,AM_PM=1,HOUR=0,HOUR_OF_DAY=12,MINUTE=0,SECOND=57,MILLISECOND=576,ZONE_OFFSET=0,DST_OFFSET=0]
200610 190057.592|INFO|Thread-31|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
200610 190057.593|INFO|Thread-31|info|Clock for site 1 started by ADMINISTRATOR1 @ site 1 elapsed 1:00:04
200610 190057.593|INFO|Thread-31|info| receiveObject(S) end   got Packet[CLOCK_STARTED] #2579 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 191405.012|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for KIEM TRA - BAI 5 C/C++ file: C:\Users\Admin\Desktop\CTDL_GT_TS\Thuc Hanh\Buoi 2\5.cpp
200610 191405.014|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #8 TEAM130 @ site 1 -> SERVER0 @ site 1
200610 191405.014|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #8 TEAM130 @ site 1 -> SERVER0 @ site 1
200610 191405.151|INFO|Thread-33|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #3128 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 191405.151|INFO|Thread-33|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #3128, o#3128 ) recieveObject
200610 191405.151|INFO|Thread-33|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 191405.151|INFO|Thread-33|dumpPacket|    To: TEAM130 @ site 1
200610 191405.151|INFO|Thread-33|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 305 QUEUED_FOR_COMPUTER_JUDGEMENT 73 min 4391765ms from TEAM130 @ site 1 id Run-3078581013721896252 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 191405.151|INFO|Thread-33|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #3128 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 191405.151|INFO|Thread-33|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #3128, o#3128 ) handlePacket
200610 191405.151|INFO|Thread-33|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 191405.151|INFO|Thread-33|dumpPacket|    To: TEAM130 @ site 1
200610 191405.151|INFO|Thread-33|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 305 QUEUED_FOR_COMPUTER_JUDGEMENT 73 min 4391765ms from TEAM130 @ site 1 id Run-3078581013721896252 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 191408.605|INFO|Thread-34|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #3136 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 191408.605|INFO|Thread-34|dumpPacket|Packet RUN_JUDGEMENT (Seq #3136, o#3136 ) recieveObject
200610 191408.605|INFO|Thread-34|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 191408.605|INFO|Thread-34|dumpPacket|    To: TEAM130 @ site 1
200610 191408.605|INFO|Thread-34|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Wrong_Answer-5771467716912978813 id JudgementRecord-3704150498096378446
200610 191408.605|INFO|Thread-34|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200610 191408.605|INFO|Thread-34|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 305 JUDGED 73 min 4391765ms from TEAM130 @ site 1 id Run-3078581013721896252 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 191408.605|INFO|Thread-34|info|handlePacket start Packet[RUN_JUDGEMENT] #3136 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 191408.605|INFO|Thread-34|dumpPacket|Packet RUN_JUDGEMENT (Seq #3136, o#3136 ) handlePacket
200610 191408.605|INFO|Thread-34|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 191408.605|INFO|Thread-34|dumpPacket|    To: TEAM130 @ site 1
200610 191408.605|INFO|Thread-34|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Wrong_Answer-5771467716912978813 id JudgementRecord-3704150498096378446
200610 191408.605|INFO|Thread-34|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200610 191408.605|INFO|Thread-34|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 305 JUDGED 73 min 4391765ms from TEAM130 @ site 1 id Run-3078581013721896252 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 191408.630|INFO|Thread-33|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #3128 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 191409.484|INFO|Thread-34|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 305 JUDGED 73 min 4391765ms from TEAM130 @ site 1 id Run-3078581013721896252 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213; runFiles=null
200610 191409.484|INFO|Thread-34|runChanged|Event not for me: sent to null but my ID is TEAM130 @ site 1
200610 191409.484|INFO|Thread-34|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #3136 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 191603.477|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for KIEM TRA - BAI 5 C/C++ file: C:\Users\Admin\Desktop\CTDL_GT_TS\Thuc Hanh\Buoi 2\5.cpp
200610 191603.478|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #9 TEAM130 @ site 1 -> SERVER0 @ site 1
200610 191603.478|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #9 TEAM130 @ site 1 -> SERVER0 @ site 1
200610 191603.668|INFO|Thread-36|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #3269 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 191603.668|INFO|Thread-36|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #3269, o#3269 ) recieveObject
200610 191603.668|INFO|Thread-36|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 191603.668|INFO|Thread-36|dumpPacket|    To: TEAM130 @ site 1
200610 191603.668|INFO|Thread-36|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 325 QUEUED_FOR_COMPUTER_JUDGEMENT 75 min 4510231ms from TEAM130 @ site 1 id Run--7732399233194500199 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 191603.668|INFO|Thread-36|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #3269 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 191603.668|INFO|Thread-36|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #3269, o#3269 ) handlePacket
200610 191603.668|INFO|Thread-36|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 191603.668|INFO|Thread-36|dumpPacket|    To: TEAM130 @ site 1
200610 191603.668|INFO|Thread-36|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 325 QUEUED_FOR_COMPUTER_JUDGEMENT 75 min 4510231ms from TEAM130 @ site 1 id Run--7732399233194500199 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 191604.277|INFO|Thread-36|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #3269 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 191613.931|INFO|Thread-37|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #3280 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 191613.931|INFO|Thread-37|dumpPacket|Packet RUN_JUDGEMENT (Seq #3280, o#3280 ) recieveObject
200610 191613.931|INFO|Thread-37|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 191613.931|INFO|Thread-37|dumpPacket|    To: TEAM130 @ site 1
200610 191613.931|INFO|Thread-37|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Time_Limit_Exceeded--5167944170633172452 id JudgementRecord-4953773721583062509
200610 191613.931|INFO|Thread-37|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200610 191613.931|INFO|Thread-37|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 325 JUDGED 75 min 4510231ms from TEAM130 @ site 1 id Run--7732399233194500199 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 191613.931|INFO|Thread-37|info|handlePacket start Packet[RUN_JUDGEMENT] #3280 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 191613.931|INFO|Thread-37|dumpPacket|Packet RUN_JUDGEMENT (Seq #3280, o#3280 ) handlePacket
